Item_Identifier,Item_Weight,Outlet_Size
FDK03,12.6,Medium
FDX37,16.2,Small
FDX58,13.15,High
FDQ46,7.51,Medium
FDL13,13.85,High
NCT30,9.1,Medium
FDP20,19.85,Medium
FDH40,11.6,High
FDZ25,15.7,Medium
FDU27,12.6,Medium
NCQ42,20.35,High
FDU31,10.5,Medium
FDC35,7.435,Medium
FDX43,5.655,Medium
FDU07,11.1,Medium
DRD13,15.0,High
DRK49,14.15,Medium
FDL12,12.6,Small
FDZ08,12.5,Medium
FDA10,20.35,Medium
FDS20,8.85,Medium
FDA07,7.55,Medium
FDR08,18.7,Small
FDM44,12.6,Small
FDI22,12.6,Medium
NCM07,9.395,Medium
FDN46,7.21,Medium
NCW53,18.35,Medium
FDZ51,11.3,Medium
FDT04,17.25,Medium
FDZ48,12.6,Small
FDA08,11.85,Small
DRN37,9.6,Medium
FDD35,12.15,Medium
FDZ48,17.75,Small
NCN54,20.35,Medium
FDU32,8.785,High
FDK41,12.6,Medium
FDR44,6.11,Medium
NCK29,12.6,Medium
FDT09,15.15,Medium
FDR11,10.5,Medium
FDD57,12.6,Medium
FDT10,16.7,High
FDR51,9.035,Medium
NCK17,11.0,Medium
FDY07,11.8,Medium
FDT14,10.695,Medium
FDJ21,12.6,Medium
NCR42,9.105,Medium
DRG37,16.2,Medium
FDI24,12.6,Small
FDJ22,18.75,Small
FDT28,13.3,Small
FDH38,6.425,Small
FDT43,16.35,Medium
FDX04,19.6,Medium
FDV46,18.2,Medium
FDP10,19.0,Medium
NCA53,11.395,Small
FDL52,6.635,Small
FDQ32,17.85,Medium
FDT37,14.15,Medium
NCO43,5.5,Medium
FDI53,8.895,Medium
FDO19,17.7,Medium
FDG12,12.6,Small
FDG53,10.0,Medium
FDK36,7.09,Small
FDR55,12.15,Small
FDV16,7.75,Medium
FDS31,12.6,Medium
NCK06,5.03,High
FDN03,9.8,Small
NCT30,12.6,Small
FDC50,15.85,Medium
FDE11,17.7,Small
FDM03,12.65,Small
NCP05,19.6,Medium
FDJ41,6.85,Small
FDR47,12.6,Medium
FDK36,7.09,Medium
FDQ23,6.55,Medium
NCK42,12.6,Medium
NCO06,19.25,Medium
FDV24,5.635,Medium
FDK40,7.035,Small
FDT23,7.72,Small
FDB50,13.0,Medium
NCF43,8.51,Medium
FDU26,12.6,Medium
FDC10,9.8,Medium
FDK51,19.85,Medium
FDV09,12.1,Medium
DRL37,15.5,Medium
FDQ45,9.5,Medium
FDO45,12.6,Medium
FDP27,8.155,Small
NCE07,8.18,Medium
FDL26,12.6,Medium
FDL09,19.6,Medium
NCA17,20.6,Small
NCL29,9.695,Medium
FDS20,8.85,Medium
NCD19,8.93,Medium
FDF05,17.5,Medium
FDI44,16.1,Medium
NCY29,13.65,Medium
FDC60,5.425,Medium
DRL49,13.15,Medium
FDT39,6.26,Medium
FDE50,19.7,Medium
FDK25,12.6,Medium
DRK13,11.8,Medium
DRD24,13.85,Medium
FDX60,14.35,Small
FDT40,12.6,Small
FDJ20,20.7,Medium
FDI58,7.64,Medium
FDX04,19.6,Medium
FDK55,18.5,Small
NCH06,12.3,Medium
NCG54,12.1,Medium
FDN46,7.21,Small
FDS46,17.6,Medium
FDM24,6.135,Medium
NCC07,19.6,Medium
DRG51,12.1,Medium
NCS53,14.5,High
FDC33,8.96,Small
FDD14,20.7,High
FDJ52,7.145,Medium
FDV33,9.6,Medium
FDY33,14.5,Medium
FDE28,12.6,Small
FDA57,18.85,Medium
DRC27,13.8,Medium
FDA27,20.35,Medium
FDO57,20.75,Small
FDZ44,8.185,Small
FDA58,9.395,High
DRB01,7.39,Medium
FDX45,16.75,Medium
FDY12,9.8,Medium
NCZ29,15.0,Medium
FDF09,6.215,Medium
FDR48,11.65,Medium
NCH29,5.51,High
FDN08,7.72,Medium
NCN30,16.35,High
FDS12,12.6,Small
FDN58,13.8,High
FDF50,4.905,Medium
NCR54,16.35,Small
FDQ21,21.25,Small
FDA13,15.85,High
FDY47,8.6,Medium
NCF31,9.13,High
FDL44,12.6,Medium
FDT51,12.6,Small
NCF31,12.6,Small
NCK31,10.895,Small
DRM47,9.3,Medium
FDL40,17.7,High
FDT34,9.3,Medium
FDP40,4.555,Small
NCJ31,19.2,Medium
FDT50,12.6,Medium
FDG21,17.35,Small
FDM03,12.65,Medium
FDO11,8.0,Medium
FDX26,17.7,Medium
FDF39,14.85,Medium
NCR53,12.15,Medium
FDL57,15.1,Small
FDO44,12.6,Medium
NCY41,16.75,Small
FDL08,10.8,Small
NCV30,20.2,Small
FDL45,12.6,Medium
FDK09,15.2,Medium
FDQ58,7.315,Medium
FDA28,16.1,Medium
FDA02,12.6,Small
NCC54,17.75,High
FDA55,17.2,Medium
NCJ43,6.635,Medium
NCB19,12.6,Small
FDA19,7.52,Small
FDD35,12.15,High
FDK08,9.195,Medium
FDN27,12.6,Medium
NCC19,12.6,Medium
FDL16,12.85,Medium
NCL54,12.6,Medium
FDR33,7.31,Medium
FDD52,18.25,Small
FDV33,9.6,Medium
FDF21,10.3,Small
FDM56,16.7,Medium
FDB12,11.15,Small
FDI48,11.85,Small
FDH09,12.6,Medium
FDQ36,7.855,Small
FDY16,18.35,High
NCM43,12.6,Medium
FDF59,12.5,Medium
NCR38,17.25,Small
FDY13,12.1,Small
FDC40,16.0,Small
FDT11,5.94,Medium
FDT59,13.65,Medium
NCU54,8.88,Small
FDG34,11.5,Medium
FDQ36,7.855,Medium
DRZ11,8.85,Medium
DRH23,12.6,Small
FDT55,13.6,Medium
NCV53,8.27,High
FDQ33,12.6,Medium
NCJ54,9.895,High
FDY16,12.6,Small
NCN07,18.5,Small
FDO01,21.1,Medium
FDP32,6.65,Medium
NCN07,18.5,Medium
DRN47,12.6,Medium
NCM18,13.0,Medium
FDD40,12.6,Medium
FDW47,15.0,Small
FDI45,13.1,Medium
FDJ46,11.1,Medium
FDD38,16.75,Medium
FDS37,7.655,Medium
FDY60,10.5,Medium
FDP13,8.1,Medium
FDM28,15.7,Medium
FDY33,14.5,Medium
NCM54,17.7,High
FDK04,7.36,Small
NCI42,18.75,Small
FDF45,18.2,Medium
FDN56,5.46,Medium
FDR56,15.5,Medium
FDX40,12.85,Small
FDB34,15.25,Medium
FDY47,8.6,Medium
DRB01,7.39,High
FDR51,9.035,Medium
FDR48,11.65,Medium
FDZ25,15.7,High
FDJ04,18.0,Medium
NCG07,12.6,Medium
FDB52,17.75,Medium
FDH14,17.1,Medium
NCY17,18.2,Small
FDX31,20.35,Medium
FDN12,15.6,Small
FDG56,13.3,Medium
FDP23,6.71,Medium
FDC47,15.0,Medium
FDW25,12.6,Medium
NCR42,9.105,Medium
DRO59,11.8,Medium
FDT60,12.0,Medium
FDE32,20.7,Medium
FDF21,10.3,Medium
FDX04,19.6,High
FDC22,6.89,Medium
FDD39,16.7,Medium
DRC36,13.0,Small
DRE01,10.1,Small
FDP37,15.6,High
DRI01,7.97,Medium
NCE19,12.6,Small
NCS30,5.945,Medium
FDX31,20.35,Medium
FDH47,13.5,Small
FDY11,6.71,Medium
FDU23,12.15,Medium
FDO19,17.7,High
FDP08,20.5,High
FDX19,19.1,High
FDJ28,12.3,Medium
FDE29,8.905,Medium
FDC14,14.5,Medium
FDV44,8.365,Medium
NCF43,8.51,Medium
NCY42,6.38,High
NCZ06,12.6,Medium
FDB29,16.7,Small
FDL28,10.0,High
FDF57,14.5,Medium
FDE44,14.65,High
FDU33,12.6,Medium
FDA08,11.85,Medium
NCC06,19.0,Small
FDO32,6.36,Small
FDU39,18.85,Small
NCK18,9.6,Medium
FDI26,5.94,Medium
DRE37,13.5,Small
NCN26,10.85,Medium
FDS16,15.15,Small
FDE40,15.6,Medium
FDP03,5.15,Medium
FDA27,20.35,Medium
FDJ12,8.895,Medium
FDT03,21.25,Medium
FDF50,4.905,Small
FDC51,10.895,Medium
NCL55,12.6,Small
FDZ23,17.75,Small
FDW24,6.8,Medium
FDH21,10.395,Small
NCQ41,14.8,Medium
FDH48,13.5,Medium
FDX11,16.0,Small
FDK33,17.85,High
FDV36,18.7,Medium
NCW41,18.0,Medium
FDU32,12.6,Small
FDE36,5.26,Medium
FDO27,6.175,Medium
FDW27,5.86,Medium
FDJ48,12.6,Medium
FDR11,10.5,High
FDV07,9.5,Medium
FDO50,12.6,Medium
FDN04,11.8,Medium
FDZ08,12.5,Medium
FDD05,19.35,Medium
FDV60,20.2,Small
NCG30,20.2,High
FDX37,12.6,Medium
FDW24,6.8,Medium
DRM48,12.6,Medium
FDF46,12.6,Medium
NCY54,8.43,Small
FDS35,9.3,Medium
FDB04,11.35,Small
NCK05,20.1,Medium
FDT46,11.35,Medium
FDP52,12.6,Medium
NCR17,9.8,Medium
NCN54,20.35,Medium
FDX12,18.2,Small
DRL23,18.35,Small
DRN47,12.1,Medium
FDM25,10.695,High
FDF52,12.6,Medium
FDU21,11.8,Medium
FDI15,13.8,Medium
FDJ09,15.0,Medium
FDW03,5.63,Small
FDA07,7.55,Medium
FDU39,18.85,Medium
FDI60,7.22,Medium
FDK33,17.85,Medium
FDN01,8.895,Medium
FDV38,19.25,High
NCV06,11.3,High
FDQ34,10.85,Small
DRK37,5.0,Medium
NCY53,20.0,High
FDD53,12.6,Medium
FDV49,10.0,Medium
FDY36,12.6,Small
FDH34,8.63,Small
NCD07,9.1,Medium
FDB51,6.92,High
NCH42,6.86,Medium
NCI31,20.0,Small
FDL56,14.1,Small
FDG29,17.6,Medium
FDJ45,17.75,Medium
FDJ38,8.6,Medium
NCO05,7.27,Medium
FDW24,6.8,Medium
FDN34,12.6,Medium
FDH46,6.935,Medium
FDW39,6.69,Small
DRK59,12.6,Medium
FDU25,12.35,Medium
FDC44,15.6,High
FDG17,12.6,Medium
FDI45,13.1,Small
FDK08,9.195,High
FDW36,11.15,Small
FDL39,16.1,Small
FDS13,6.465,High
FDO57,20.75,Medium
FDS37,7.655,Medium
FDV26,20.25,High
FDJ22,18.75,High
FDC16,11.5,Medium
NCH42,12.6,Medium
FDD46,12.6,Medium
FDT25,7.5,Small
FDR34,17.0,Medium
FDQ10,12.6,Medium
DRI03,6.03,Small
FDB58,12.6,Medium
FDQ03,15.0,Medium
DRD27,18.75,Medium
FDK33,17.85,Medium
DRL23,18.35,Medium
FDW32,18.35,Medium
NCL05,19.6,Small
DRB01,12.6,Medium
NCL06,14.65,Medium
FDH10,21.0,Medium
NCO14,9.6,Medium
FDV03,17.6,Medium
FDW52,14.0,Medium
NCZ30,6.59,Medium
FDY35,17.6,Medium
FDN31,11.5,Small
FDX31,20.35,Small
NCJ05,18.7,Medium
FDN56,5.46,Medium
FDZ04,9.31,Medium
FDJ44,12.3,Small
FDI08,18.2,Medium
FDB59,18.25,Medium
FDY15,18.25,Medium
NCZ18,12.6,Small
DRO47,10.195,Medium
FDW21,5.34,Small
FDZ14,12.6,Medium
FDM09,11.15,Medium
FDK43,9.8,Medium
FDE45,12.1,Medium
FDR35,12.6,Medium
FDT58,12.6,Medium
FDS57,15.5,Medium
FDF10,15.5,Medium
FDP03,5.15,Medium
FDT04,17.25,Medium
NCW53,18.35,High
FDA39,6.32,Medium
NCH29,5.51,Small
FDU02,13.35,Medium
FDN13,12.6,Small
FDX56,12.6,Small
FDT11,12.6,Medium
NCC18,12.6,Medium
FDA32,14.0,Medium
FDU39,18.85,Medium
FDV27,12.6,Small
NCW53,18.35,Medium
NCZ42,10.5,High
FDO46,9.6,Medium
FDQ57,12.6,Medium
FDZ36,6.035,Medium
FDK38,6.65,Medium
FDU51,12.6,Medium
FDS14,7.285,High
FDQ40,11.1,Medium
FDE20,11.35,Medium
FDH58,12.3,Small
NCK53,11.6,Medium
FDJ44,12.3,Medium
FDN22,18.85,Medium
FDH56,9.8,Medium
FDK48,7.445,Medium
FDQ40,11.1,Small
FDH10,21.0,Small
FDM21,20.2,Medium
FDX12,18.2,Medium
FDM51,11.8,High
FDG09,20.6,Medium
DRD37,9.8,High
FDN21,18.6,Small
NCQ06,13.0,Small
FDV52,20.7,Small
FDC10,9.8,Medium
FDX51,9.5,Small
NCD54,21.1,Medium
NCK18,12.6,Medium
FDZ01,8.975,Small
FDT48,4.92,Small
FDB40,17.5,Medium
NCC07,12.6,Medium
FDT52,9.695,Medium
FDK09,12.6,Small
NCQ30,7.725,Medium
FDZ60,12.6,Small
NCK18,9.6,High
FDV11,9.1,Medium
FDR25,17.0,Medium
FDB26,14.0,Medium
DRD01,12.1,Medium
FDG32,19.85,Medium
FDY49,17.2,Small
FDD26,8.71,Small
FDC22,6.89,Medium
DRD27,18.75,Medium
FDA44,12.6,Medium
FDW01,14.5,High
FDV32,12.6,Small
FDK32,12.6,Medium
NCA05,20.75,High
FDR10,17.6,High
FDL22,16.85,Small
FDD10,20.6,Small
FDW25,5.175,High
FDR47,17.85,Medium
DRF27,8.93,Medium
FDQ48,12.6,Medium
FDS37,7.655,Small
NCI18,18.35,Small
NCJ42,12.6,Medium
FDY48,14.0,Small
FDB39,11.6,Medium
DRI37,15.85,Medium
FDB58,10.5,Medium
FDV12,16.7,High
NCU06,17.6,High
FDU34,18.25,Medium
FDP31,21.1,Medium
FDV11,9.1,Small
NCY06,15.25,Medium
NCV41,14.35,Medium
FDQ52,12.6,Medium
FDM38,5.885,High
FDA14,16.1,Small
FDB23,12.6,Medium
DRH49,19.7,High
FDI40,11.5,Medium
FDR37,16.5,Medium
FDS16,15.15,Medium
FDT15,12.15,Small
FDL32,15.7,High
FDB39,11.6,Medium
FDX40,12.85,High
DRD13,15.0,Medium
FDZ43,11.0,High
DRM59,5.88,High
NCZ18,7.825,Medium
FDH52,12.6,Medium
FDM25,10.695,Medium
NCP05,12.6,Medium
FDY38,13.6,High
FDO37,8.06,Medium
FDV49,12.6,Medium
NCP02,7.105,Medium
NCJ19,18.6,Medium
FDW44,9.5,Small
FDU56,16.85,Small
FDZ58,17.85,Medium
FDZ15,13.1,High
NCI06,11.3,Medium
FDD36,13.3,Medium
FDD56,15.2,Medium
FDX27,20.7,Medium
FDG50,7.405,Medium
FDU36,6.15,Medium
FDJ15,11.35,Small
FDG32,19.85,Small
FDV15,12.6,Small
FDS28,8.18,High
FDU23,12.15,Medium
DRI03,6.03,Small
FDH28,15.85,Medium
FDP16,18.6,Medium
NCQ29,12.0,Medium
NCH30,17.1,Medium
FDU31,10.5,Small
FDF04,17.5,Medium
FDZ20,16.1,High
NCK05,20.1,Medium
FDV23,12.6,Small
FDA07,7.55,Medium
FDL03,19.25,High
FDX04,19.6,Medium
FDV19,14.85,Medium
FDP22,14.65,Medium
FDT34,9.3,Medium
FDZ26,12.6,Medium
NCM43,14.5,Medium
DRK35,8.365,Small
FDO20,12.85,Small
FDO22,13.5,Medium
FDM46,7.365,Small
FDO01,21.1,Small
NCX05,12.6,Medium
FDI46,9.5,Medium
FDD11,12.85,Medium
FDA32,14.0,Medium
FDW32,18.35,Small
FDX22,12.6,Small
FDQ47,7.155,Medium
FDT07,5.82,Small
NCQ43,17.75,Medium
FDW07,18.0,High
FDE35,7.06,Medium
FDC04,15.6,Medium
NCW53,12.6,Medium
NCG07,12.3,Small
FDQ03,15.0,Small
FDV46,18.2,High
NCM26,20.5,Medium
DRA59,8.27,Medium
FDW13,12.6,Medium
DRF27,8.93,Small
FDT12,6.215,Medium
FDD40,20.25,Medium
FDN25,7.895,Medium
FDE33,19.35,High
NCL29,9.695,Small
NCO30,12.6,Small
FDB16,8.21,Medium
FDF16,7.3,Medium
FDL02,20.0,Small
FDO13,7.865,Medium
DRG27,12.6,Small
FDX31,20.35,Medium
FDX11,16.0,Medium
NCW41,18.0,Medium
FDI52,18.7,Medium
FDN08,12.6,Medium
DRD15,10.6,Small
DRF01,5.655,Medium
DRH15,12.6,Small
FDX59,10.195,Medium
FDO37,8.06,Medium
FDY56,16.35,Medium
FDR31,6.46,Small
NCH54,13.5,Small
NCW06,16.2,Medium
NCC18,19.1,Medium
DRJ23,12.6,Medium
FDO16,5.48,Medium
FDB08,6.055,Medium
NCZ53,9.6,High
DRJ01,6.135,Medium
DRE48,8.43,Small
DRA59,8.27,High
FDS27,10.195,Medium
NCW29,14.0,Medium
DRN35,8.01,Medium
FDB09,16.25,Small
FDV59,13.35,Small
FDD26,12.6,Medium
FDV55,17.75,Small
FDH48,13.5,High
FDM51,11.8,Medium
DRG48,5.78,Medium
FDP49,9.0,Medium
FDB03,17.75,Small
FDL10,8.395,High
FDJ32,12.6,Medium
FDD11,12.85,Medium
FDW13,8.5,Medium
FDA32,14.0,Medium
DRQ35,9.3,Medium
DRI37,15.85,Small
FDU38,10.8,Small
FDJ07,7.26,Medium
FDT38,18.7,Medium
FDX02,16.0,Medium
NCN18,8.895,High
FDQ13,11.1,Medium
DRP35,18.85,Medium
DRK47,7.905,Medium
DRI47,14.7,Small
FDK20,12.6,Medium
FDC34,16.0,Medium
FDI15,12.6,Small
FDG05,12.6,Medium
FDK34,13.35,Medium
FDX50,20.1,Medium
FDP56,8.185,Medium
NCX54,9.195,Medium
FDI20,19.1,Medium
FDH33,12.85,Medium
NCO29,11.15,Medium
FDK22,9.8,Medium
DRO47,10.195,Small
FDT19,12.6,Medium
FDY25,12.0,Medium
FDS44,12.6,Small
FDJ21,16.7,Medium
FDO40,17.1,Small
FDL36,12.6,Small
FDJ21,16.7,Small
FDD05,19.35,Medium
FDS10,19.2,Medium
FDG14,12.6,Medium
FDN57,18.25,Small
FDS47,16.75,Medium
FDO40,17.1,Medium
FDM50,13.0,Medium
FDF44,7.17,Medium
FDS21,19.85,Medium
NCJ06,12.6,Small
FDX49,4.615,Medium
FDU33,7.63,Medium
NCN06,8.39,High
NCN53,5.175,Medium
NCE30,16.0,High
FDN21,12.6,Small
FDB52,12.6,Medium
FDA26,12.6,Medium
FDD23,9.5,Medium
FDH57,10.895,Medium
FDO15,12.6,Small
FDY49,17.2,Small
FDP20,19.85,Medium
DRG11,6.385,Medium
DRJ59,11.65,Medium
FDP34,12.85,Small
FDY04,17.7,Medium
FDV11,9.1,Medium
FDG20,15.5,Medium
NCH55,16.35,Medium
FDV34,10.695,Medium
FDT44,16.6,Medium
FDG35,12.6,Small
FDG08,13.15,Medium
FDX52,11.5,Medium
NCH54,12.6,Medium
FDU24,12.6,Medium
FDW03,5.63,Small
FDV01,19.2,Medium
FDQ39,12.6,Medium
FDA16,6.695,Small
FDO12,15.75,Small
FDM44,12.5,Medium
FDT03,21.25,Medium
NCQ18,12.6,Medium
NCL18,18.85,Medium
NCJ06,20.1,Small
NCQ05,11.395,Medium
FDS35,9.3,Medium
NCI18,12.6,Medium
NCO55,12.8,Medium
FDW24,6.8,High
NCS05,12.6,Medium
FDO48,15.0,Medium
FDT35,19.85,Medium
DRN11,7.85,Medium
FDY57,20.2,Medium
DRE27,11.85,Medium
FDM24,6.135,Small
FDX09,9.0,High
FDY45,17.5,Medium
FDF41,12.15,Medium
FDG05,11.0,Medium
FDF05,17.5,Small
FDU19,12.6,Medium
DRH39,12.6,Medium
FDP57,17.5,Medium
FDE58,12.6,Medium
DRD15,10.6,High
FDJ52,7.145,Medium
FDS01,12.6,Medium
FDZ47,20.7,Small
FDG35,12.6,Medium
FDY45,17.5,Medium
FDY04,17.7,Medium
FDY47,8.6,Small
FDE28,9.5,Medium
FDJ27,17.7,Medium
FDH58,12.3,Medium
NCV42,6.26,Medium
NCQ54,17.7,Medium
FDL44,18.25,Medium
FDY50,5.8,Medium
FDR59,14.5,Medium
FDH35,18.25,Medium
FDX08,12.85,Medium
FDL20,17.1,Small
FDB27,7.575,Medium
FDA56,9.21,High
FDV39,11.3,High
FDU38,12.6,Small
FDT55,13.6,Medium
FDS24,20.85,Medium
FDS15,9.195,Small
FDF05,12.6,Medium
DRP47,15.75,Medium
FDA25,16.5,Medium
FDA19,12.6,Small
NCM26,20.5,High
FDS46,17.6,Medium
DRH15,8.775,Medium
NCR05,10.1,Small
NCY17,18.2,Medium
FDZ01,8.975,High
FDP31,12.6,Medium
FDE57,9.6,High
FDZ44,8.185,Medium
NCP53,14.75,Medium
NCA06,20.5,Medium
FDP22,14.65,Medium
FDW37,19.2,Medium
NCS30,5.945,Medium
FDB40,17.5,Small
FDC51,10.895,Medium
FDC11,20.5,Small
FDC59,12.6,Medium
FDE14,13.65,Medium
NCT41,15.7,High
FDP52,18.7,Small
DRA24,19.35,Medium
FDC40,16.0,Medium
NCA42,6.965,High
FDT27,11.395,Medium
NCW54,7.5,Medium
DRB13,6.115,High
FDY02,12.6,Small
FDS59,14.8,Medium
FDR49,8.71,Small
FDY40,15.5,Medium
FDL48,19.35,Small
DRI01,12.6,Medium
FDZ52,19.2,Medium
FDK32,16.25,Medium
FDK51,19.85,High
FDP28,13.65,Small
DRZ24,7.535,Small
FDG04,12.6,Small
FDF58,12.6,Medium
FDI21,5.59,Small
FDZ43,11.0,Small
FDI57,19.85,Medium
FDV03,17.6,Medium
FDT12,6.215,Medium
FDF29,15.1,Medium
FDU02,13.35,High
FDD23,9.5,Medium
FDN04,11.8,Small
FDG29,17.6,Small
FDK51,19.85,Medium
FDB53,13.35,Medium
DRI23,18.85,Medium
FDP57,17.5,Small
FDY57,20.2,Medium
NCT42,5.88,Medium
FDZ21,12.6,Medium
FDC50,15.85,Medium
FDT40,5.985,Medium
FDD50,18.85,Medium
DRI23,18.85,Medium
FDQ46,7.51,Medium
NCW06,16.2,Small
NCX06,17.6,Medium
NCE19,8.97,High
FDI60,7.22,High
FDC47,12.6,Small
FDE02,8.71,Medium
FDE11,17.7,Medium
FDP11,15.85,Medium
FDB08,6.055,Medium
FDL48,12.6,Medium
FDH26,19.25,Medium
FDI33,16.5,Medium
FDQ26,13.5,Small
FDN03,12.6,Small
FDO13,7.865,Medium
NCJ29,10.6,Medium
FDE52,12.6,Medium
FDA52,16.2,Small
FDF57,14.5,Medium
NCO26,7.235,High
DRL59,16.75,Small
FDC60,12.6,Small
DRD25,12.6,Medium
FDB26,14.0,Small
FDK51,19.85,Small
FDE53,10.895,Medium
FDV24,5.635,Medium
FDI34,10.65,Medium
FDL36,15.1,Medium
NCA54,16.5,Small
FDI38,13.35,Medium
FDG31,12.15,High
FDA21,13.65,Medium
FDI09,20.75,Medium
FDI20,19.1,High
DRI51,17.25,Medium
DRZ11,12.6,Medium
FDY07,12.6,Medium
FDC58,10.195,High
NCC30,16.6,High
FDY03,17.6,High
FDZ44,8.185,Small
FDP28,13.65,Medium
DRD15,10.6,Medium
FDL08,10.8,Medium
FDP25,15.2,Small
DRK59,8.895,Medium
DRJ24,11.8,Small
FDU33,7.63,Medium
FDX47,6.55,Medium
FDR46,16.85,High
FDZ56,12.6,Medium
NCO26,7.235,Medium
FDV38,19.25,Small
FDL13,13.85,Medium
FDD57,18.1,High
FDE46,18.6,High
FDB28,6.615,Medium
FDC41,15.6,Medium
DRI23,18.85,Medium
FDL33,7.235,Small
FDS03,7.825,Small
NCY18,12.6,Medium
FDE50,19.7,Small
FDT02,12.6,Small
FDI34,10.65,Medium
FDO15,16.75,Small
DRI39,13.8,Medium
NCO14,9.6,High
NCN19,13.1,Small
DRJ25,14.6,Medium
FDE10,6.67,Medium
FDQ08,15.7,Small
NCQ43,17.75,High
FDY57,20.2,High
FDQ34,10.85,Medium
NCG19,20.25,Medium
FDI33,12.6,Medium
FDW27,5.86,Small
FDH04,6.115,Medium
FDZ39,19.7,Small
NCK19,9.8,Small
FDY20,12.5,Small
FDN39,19.35,Medium
NCY41,16.75,Small
NCN14,19.1,Small
FDR07,21.35,Medium
FDW49,19.5,High
FDN23,6.575,Small
FDS33,6.67,Medium
FDY36,12.3,Medium
FDH20,16.1,Medium
FDR15,12.6,Small
NCP50,17.35,Medium
FDS40,15.35,Medium
FDG38,8.975,Small
NCO18,13.15,High
NCO54,19.5,Small
NCW18,15.1,Small
FDB36,5.465,Small
FDJ45,17.75,High
FDP60,12.6,Medium
DRD12,6.96,High
FDR47,17.85,Medium
FDJ10,5.095,Medium
DRC25,5.73,High
NCW54,7.5,High
FDA26,7.855,High
DRF01,5.655,Small
NCZ17,12.15,Medium
FDK46,9.6,Medium
NCU41,18.85,High
FDV20,20.2,Small
FDT15,12.15,Medium
DRI25,19.6,Medium
FDA40,16.0,Small
FDZ15,12.6,Medium
FDM13,6.425,Small
NCM05,6.825,Small
FDD38,12.6,Small
DRI01,7.97,Medium
DRG13,17.25,High
NCT30,9.1,Medium
NCG42,19.2,Small
FDB14,12.6,Medium
FDO27,12.6,Medium
FDC14,14.5,Medium
FDB49,12.6,Small
FDZ23,17.75,Medium
FDJ52,7.145,Medium
FDJ56,8.985,Medium
NCR54,16.35,Medium
DRF01,5.655,Small
DRK12,9.5,Medium
FDL58,5.78,High
FDD44,8.05,High
FDT50,6.75,Medium
DRM23,16.6,Medium
NCM31,6.095,Medium
FDY21,15.1,Medium
FDR22,19.35,Medium
NCV06,11.3,Medium
FDR45,10.8,Medium
FDH60,19.7,Medium
FDR08,12.6,Small
FDA47,10.5,Medium
FDS37,7.655,Medium
FDF12,8.235,Medium
FDP24,20.6,Small
FDU20,19.35,Medium
FDW44,9.5,Medium
FDY39,5.305,Medium
DRD37,9.8,Medium
FDZ35,9.6,Small
FDB50,13.0,Small
FDY10,17.6,Medium
FDK41,14.3,Medium
FDL24,10.3,Medium
FDZ07,15.1,Medium
DRI03,6.03,Medium
FDW56,7.68,Small
FDR20,20.0,Medium
FDC50,15.85,Small
NCX05,15.2,Medium
FDU23,12.15,Small
FDN45,19.35,Small
FDQ51,12.6,Medium
FDH21,12.6,Medium
DRZ11,8.85,Medium
NCI43,19.85,Small
DRF03,19.1,Medium
NCF30,17.0,Medium
FDB12,11.15,Small
FDW19,12.35,Small
FDB45,20.85,Medium
FDY55,12.6,Medium
FDK40,7.035,Medium
FDU11,4.785,Medium
FDP33,12.6,Medium
FDN49,17.25,Medium
FDR15,9.3,Medium
FDO38,17.25,Medium
DRC24,17.85,Medium
NCU17,12.6,Medium
FDK22,9.8,Small
DRP35,18.85,High
NCL29,9.695,Small
FDG53,10.0,Medium
DRM23,16.6,High
FDR09,18.25,Small
NCJ30,5.82,Medium
FDZ04,9.31,Small
FDM10,18.25,Medium
FDR21,19.7,Medium
DRJ49,6.865,Medium
FDJ15,11.35,Medium
FDO34,17.7,Small
NCG30,12.6,Medium
FDS60,20.85,Small
FDX57,17.25,Small
FDS40,15.35,Medium
FDT08,13.65,High
NCN29,15.2,Medium
FDY27,6.38,Medium
NCR29,12.6,Medium
FDZ02,6.905,Medium
FDP40,12.6,Small
FDE11,12.6,Medium
DRL35,15.7,High
FDD56,15.2,Small
FDO39,12.6,Medium
FDG32,12.6,Small
FDU50,12.6,Medium
FDX24,8.355,Small
NCN43,12.15,High
FDK34,13.35,Medium
NCN41,17.0,Small
FDW16,17.35,Medium
FDP46,12.6,Small
NCD07,9.1,High
FDG44,6.13,Small
FDC20,12.6,Small
FDB23,19.2,High
DRK59,8.895,Medium
FDT31,19.75,Medium
FDB15,10.895,Medium
FDI56,12.6,Medium
NCQ17,10.3,Medium
FDH44,19.1,Medium
FDP40,4.555,Medium
NCR17,12.6,Medium
NCO53,16.2,Medium
FDG38,8.975,Medium
FDO01,21.1,Medium
NCQ43,17.75,Medium
FDU47,12.8,Medium
FDZ02,6.905,Medium
FDS04,10.195,Medium
FDQ31,5.785,Medium
FDT57,12.6,Medium
FDK50,7.96,High
FDB49,8.3,Small
FDN56,5.46,Medium
FDU02,13.35,Medium
FDK26,5.46,Small
DRA24,12.6,Medium
FDF53,20.75,High
NCZ30,6.59,Medium
FDF14,7.55,Medium
FDU40,20.85,Medium
NCL18,18.85,Medium
FDP25,15.2,Medium
NCV05,10.1,Medium
FDV49,10.0,Small
FDJ56,8.985,Medium
FDI40,11.5,Small
NCK05,12.6,Medium
NCI43,19.85,Medium
